
서칭뷰 키워드그룹 : 회차별 입찰 정보
조회일자:20260519

! 각 키워드그룹의 집행회차 별 입찰 스케줄 정보입니다.
! 조회 시점에 입찰기간 혹은 발표일에 해당하는 회차에 대해서만 조회가 가능합니다.
! 키워드 그룹별 세부키워드 리스트는 집행 회차별로 변경될 수 있으니 각 회차별 키워드셋을 참고해주시기 바랍니다.

! 기준조회수는 각 회차별 입찰 개시일 직전 30일 간의 PC 조회수를 기반으로 산출하며 해당 기간의 7일 평균 조회수를 반영하여 계산됩니다.
! '기준조회수' = '직전 30일 조회수' x '(7일/30일)'
! 기준조회수는 참고 자료이며 실제 집행 기간 동안 키워드의 노출수를 보장하지는 않습니다. 

! 입찰 결과 발표는 발표일 오전 9시이며 일부 지연이 있을 수 있습니다.
! 모든 낙찰건은 결과 발표 당일 내에 캠페인 등록을 완료해야 합니다.

! 공실구좌는 조회 시점 기준의 공실구좌이며 매일 자정 업데이트됩니다.
! 정기 입찰 결과 발표 후 재입찰 기간 중에 공실 구좌가 발생한 경우에 한하여 재입찰 결과 발표를 진행합니다.

집행회차,집행기간,대분류,소분류,키워드그룹,기준조회수,최저입찰가,정기입찰기간,정기입찰발표,재입찰기간,재입찰발표,입찰가능여부,현재공실구좌
202622,20260525~20260531,가구/인테리어,가구,모션데스크,4004,330000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,가구,사이드테이블,2560,210000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,가구,선반,8757,710000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,가구,소파,18249,1460000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,가구,식탁,15858,1270000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,가구,책상및책장,18373,1470000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,가구,침대및매트리스,48207,3860000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,마루,2721,220000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,베개,10608,850000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,블라인드,29377,2360000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,슬라이딩도어,2681,220000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,어닝/파고라,2397,200000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,인조잔디,2450,200000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,인테리어,10094,810000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,조명,7082,570000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,커튼,10031,810000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,토퍼,5498,440000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,가구/인테리어,인테리어,폴딩도어,1925,200000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,건설/부동산,건설사,건설사일반,4781,390000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,건설/부동산,주택,아파트,17020,1370000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,게임,게임,FPS,1477,200000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,게임,게임,RPG,6405,580000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,게임,게임,VR,329,200000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,게임,게임,모바일게임,6186,500000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,게임,게임,온라인게임,8839,710000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,게임,게임기,게임기,1391,200000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,관공서/단체,단체,자선단체,7409,670000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,교육/출판,강의,고등인강,446,200000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,교육/출판,교육기관,사이버대학교,2362,220000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,교육/출판,교육기관,학점은행제,30504,2450000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,교육/출판,도서/교재,학습지,990,200000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,교육/출판,시험,공무원시험,16737,1340000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,교육/출판,시험,공인중개사,5285,430000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,교육/출판,시험,보육교사,2789,280000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
202622,20260525~20260531,교육/출판,시험,사회복지사,11875,950000,20260428~20260511,20260512,20260513~20260518,20260519,입찰기간종료,0
